2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - use device 0
2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - gt_file_or_folder: /mnt/f/data/xianjin_data/ane_seg
2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - pred_file_or_folder: /home/ubuntu/codes/MyMedicalZoo/output/XJTsN/refined
2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - mask or probability distribution: mask
2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - Begin to scan gt_folder_or_file /mnt/f/data/xianjin_data/ane_seg...
2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - Begin to scan pred_folder_or_file /home/ubuntu/codes/MyMedicalZoo/output/XJTsN/refined...
2022-02-11 15:25:44 [MainThread] INFO [StudyEvaluater] - instance number: 563. start evaluating...
2022-02-11 15:26:07 [MainThread] INFO [StudyEvaluater] - (1 in 563) XJTr0000:	ap: 0.4933	auc: 0.6399	precision: 0.8468	recall: 0.2798	sensitivity: 0.2798	specificity: 1.0000	dsc: 0.4206	hd95: 17.7465	tp: 785	fp: 142	fn: 2021	tn: 46134396	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 21:31:49 [MainThread] INFO [StudyEvaluater] - (423 in 563) XJTr0425:	ap: 0.5530	auc: 0.8512	precision: 0.7549	recall: 0.7024	sensitivity: 0.7024	specificity: 1.0000	dsc: 0.7277	hd95: 21.9357	tp: 1395	fp: 453	fn: 591	tn: 112195193	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 21:32:56 [MainThread] INFO [StudyEvaluater] - (424 in 563) XJTr0426:	ap: 0.2602	auc: 0.9711	precision: 0.0492	recall: 0.9423	sensitivity: 0.9423	specificity: 1.0000	dsc: 0.0935	hd95: 53.2015	tp: 49	fp: 947	fn: 3	tn: 112196633	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 21:34:06 [MainThread] INFO [StudyEvaluater] - (425 in 563) XJTr0427:	ap: 0.2448	auc: 0.8278	precision: 0.1617	recall: 0.6556	sensitivity: 0.6556	specificity: 1.0000	dsc: 0.2594	hd95: 63.3542	tp: 396	fp: 2053	fn: 208	tn: 112194975	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 2	per_target_fp: 2	per_target_fn: 0
2022-02-11 21:35:14 [MainThread] INFO [StudyEvaluater] - (426 in 563) XJTr0428:	ap: 0.2480	auc: 0.7125	precision: 0.2835	recall: 0.4250	sensitivity: 0.4250	specificity: 1.0000	dsc: 0.3402	hd95: 49.5591	tp: 374	fp: 945	fn: 506	tn: 112195807	per_target_precision: 0.2500	per_target_recall: 0.5000	per_target_tp: 1	per_target_fp: 3	per_target_fn: 1
2022-02-11 21:36:22 [MainThread] INFO [StudyEvaluater] - (427 in 563) XJTr0429:	ap: 0.4457	auc: 0.7306	precision: 0.6608	recall: 0.4612	sensitivity: 0.4612	specificity: 1.0000	dsc: 0.5432	hd95: 2.3452	tp: 374	fp: 192	fn: 437	tn: 112196629	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 2	per_target_fp: 0	per_target_fn: 0
2022-02-11 21:37:31 [MainThread] INFO [StudyEvaluater] - (428 in 563) XJTr0430:	ap: 0.3156	auc: 0.6858	precision: 0.4454	recall: 0.3717	sensitivity: 0.3717	specificity: 1.0000	dsc: 0.4052	hd95: 5.8523	tp: 436	fp: 543	fn: 737	tn: 112195916	per_target_precision: 0.5000	per_target_recall: 0.5000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 1
2022-02-11 21:38:37 [MainThread] INFO [StudyEvaluater] - (429 in 563) XJTr0431:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 28.9935	tp: 0	fp: 307	fn: 432	tn: 112196893	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 2
2022-02-11 21:39:46 [MainThread] INFO [StudyEvaluater] - (430 in 563) XJTr0432:	ap: 0.6083	auc: 0.8187	precision: 0.8979	recall: 0.6373	sensitivity: 0.6373	specificity: 1.0000	dsc: 0.7455	hd95: 2.2913	tp: 4158	fp: 473	fn: 2366	tn: 112190635	per_target_precision: 0.6667	per_target_recall: 1.0000	per_target_tp: 2	per_target_fp: 1	per_target_fn: 0
2022-02-11 21:40:55 [MainThread] INFO [StudyEvaluater] - (431 in 563) XJTr0433:	ap: 0.1246	auc: 0.5804	precision: 0.1688	recall: 0.1608	sensitivity: 0.1608	specificity: 1.0000	dsc: 0.1647	hd95: 65.9153	tp: 630	fp: 3103	fn: 3287	tn: 112190612	per_target_precision: 0.1250	per_target_recall: 0.5000	per_target_tp: 1	per_target_fp: 7	per_target_fn: 1
2022-02-11 21:42:02 [MainThread] INFO [StudyEvaluater] - (432 in 563) XJTr0434:	ap: 0.5421	auc: 0.6852	precision: 0.8991	recall: 0.3703	sensitivity: 0.3703	specificity: 1.0000	dsc: 0.5246	hd95: 30.4543	tp: 731	fp: 82	fn: 1243	tn: 112195576	per_target_precision: 0.6667	per_target_recall: 0.6667	per_target_tp: 2	per_target_fp: 1	per_target_fn: 1
2022-02-11 21:43:11 [MainThread] INFO [StudyEvaluater] - (433 in 563) XJTr0435:	ap: 0.3256	auc: 0.9786	precision: 0.1725	recall: 0.9571	sensitivity: 0.9571	specificity: 1.0000	dsc: 0.2924	hd95: 67.0685	tp: 201	fp: 964	fn: 9	tn: 112458602	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 21:44:21 [MainThread] INFO [StudyEvaluater] - (434 in 563) XJTr0436:	ap: 0.3952	auc: 0.6633	precision: 0.6272	recall: 0.3265	sensitivity: 0.3265	specificity: 1.0000	dsc: 0.4295	hd95: 97.3171	tp: 720	fp: 428	fn: 1485	tn: 113243575	per_target_precision: 0.3333	per_target_recall: 0.5000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 1
2022-02-11 21:45:30 [MainThread] INFO [StudyEvaluater] - (435 in 563) XJTr0437:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 85.2128	tp: 0	fp: 1077	fn: 351	tn: 113506924	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 7	per_target_fn: 1
2022-02-11 21:46:37 [MainThread] INFO [StudyEvaluater] - (436 in 563) XJTr0438:	ap: 0.2985	auc: 0.5419	precision: 0.5550	recall: 0.0838	sensitivity: 0.0838	specificity: 1.0000	dsc: 0.1456	hd95: 75.2182	tp: 353	fp: 283	fn: 3861	tn: 113503855	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 21:47:46 [MainThread] INFO [StudyEvaluater] - (437 in 563) XJTr0439:	ap: 0.4650	auc: 0.7624	precision: 0.6676	recall: 0.5249	sensitivity: 0.5249	specificity: 1.0000	dsc: 0.5877	hd95: 3.5000	tp: 1223	fp: 609	fn: 1107	tn: 113505413	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 21:48:52 [MainThread] INFO [StudyEvaluater] - (438 in 563) XJTr0440:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 71.3313	tp: 0	fp: 272	fn: 286	tn: 113507794	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 21:49:59 [MainThread] INFO [StudyEvaluater] - (439 in 563) XJTr0441:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 112.6524	tp: 0	fp: 1656	fn: 265	tn: 113506431	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 2
2022-02-11 21:51:08 [MainThread] INFO [StudyEvaluater] - (440 in 563) XJTr0442:	ap: 0.5181	auc: 0.8847	precision: 0.6516	recall: 0.7693	sensitivity: 0.7693	specificity: 1.0000	dsc: 0.7056	hd95: 2.1034	tp: 1474	fp: 788	fn: 442	tn: 113767792	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 21:52:16 [MainThread] INFO [StudyEvaluater] - (441 in 563) XJTr0443:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 89.9294	tp: 0	fp: 673	fn: 288	tn: 113769535	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 21:53:25 [MainThread] INFO [StudyEvaluater] - (442 in 563) XJTr0444:	ap: 0.2332	auc: 0.6797	precision: 0.2867	recall: 0.3593	sensitivity: 0.3593	specificity: 1.0000	dsc: 0.3189	hd95: 58.2331	tp: 166	fp: 413	fn: 296	tn: 114818197	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 21:54:35 [MainThread] INFO [StudyEvaluater] - (443 in 563) XJTr0445:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 68.7528	tp: 0	fp: 102	fn: 621	tn: 115080493	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 21:55:48 [MainThread] INFO [StudyEvaluater] - (444 in 563) XJTr0446:	ap: 0.3137	auc: 0.8907	precision: 0.2367	recall: 0.7814	sensitivity: 0.7814	specificity: 1.0000	dsc: 0.3633	hd95: 173.9289	tp: 1108	fp: 3574	fn: 310	tn: 115338368	per_target_precision: 0.2500	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 3	per_target_fn: 0
2022-02-11 21:56:57 [MainThread] INFO [StudyEvaluater] - (445 in 563) XJTr0447:	ap: 0.1325	auc: 0.7125	precision: 0.0524	recall: 0.4250	sensitivity: 0.4250	specificity: 1.0000	dsc: 0.0933	hd95: 173.5468	tp: 68	fp: 1229	fn: 92	tn: 115341971	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 21:57:23 [MainThread] INFO [StudyEvaluater] - (446 in 563) XJTr0448:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 942	tn: 115604562	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 21:58:32 [MainThread] INFO [StudyEvaluater] - (447 in 563) XJTr0449:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 99.0520	tp: 0	fp: 2256	fn: 325	tn: 115602923	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 21:59:42 [MainThread] INFO [StudyEvaluater] - (448 in 563) XJTr0450:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 96.4903	tp: 0	fp: 265	fn: 123	tn: 115867260	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 3	per_target_fn: 1
2022-02-11 22:00:53 [MainThread] INFO [StudyEvaluater] - (449 in 563) XJTr0451:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 52.9245	tp: 0	fp: 125	fn: 293	tn: 115867230	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 3	per_target_fn: 1
2022-02-11 22:02:04 [MainThread] INFO [StudyEvaluater] - (450 in 563) XJTr0452:	ap: 0.4601	auc: 0.8108	precision: 0.6093	recall: 0.6217	sensitivity: 0.6217	specificity: 1.0000	dsc: 0.6155	hd95: 86.3279	tp: 705	fp: 452	fn: 429	tn: 115866062	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 22:03:15 [MainThread] INFO [StudyEvaluater] - (451 in 563) XJTr0453:	ap: 0.2052	auc: 0.8407	precision: 0.0696	recall: 0.6815	sensitivity: 0.6815	specificity: 0.9999	dsc: 0.1263	hd95: 108.2131	tp: 458	fp: 6122	fn: 214	tn: 116122998	per_target_precision: 0.1000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 9	per_target_fn: 0
2022-02-11 22:04:26 [MainThread] INFO [StudyEvaluater] - (452 in 563) XJTr0454:	ap: 0.5693	auc: 0.7496	precision: 0.8891	recall: 0.4992	sensitivity: 0.4992	specificity: 1.0000	dsc: 0.6394	hd95: 6.6933	tp: 3238	fp: 404	fn: 3249	tn: 116122901	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 22:05:36 [MainThread] INFO [StudyEvaluater] - (453 in 563) XJTr0455:	ap: 0.6119	auc: 0.9386	precision: 0.7852	recall: 0.8773	sensitivity: 0.8773	specificity: 1.0000	dsc: 0.8287	hd95: 0.6864	tp: 479	fp: 131	fn: 67	tn: 116391259	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 22:06:47 [MainThread] INFO [StudyEvaluater] - (454 in 563) XJTr0456:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 75.9541	tp: 0	fp: 143	fn: 226	tn: 116391567	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 22:07:57 [MainThread] INFO [StudyEvaluater] - (455 in 563) XJTr0457:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 31.5777	tp: 0	fp: 117	fn: 4252	tn: 116649711	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 22:09:09 [MainThread] INFO [StudyEvaluater] - (456 in 563) XJTr0458:	ap: 0.1966	auc: 0.5599	precision: 0.3333	recall: 0.1199	sensitivity: 0.1199	specificity: 1.0000	dsc: 0.1763	hd95: 94.7196	tp: 126	fp: 252	fn: 925	tn: 116914921	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 22:10:19 [MainThread] INFO [StudyEvaluater] - (457 in 563) XJTr0459:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 81.7164	tp: 0	fp: 1268	fn: 104	tn: 116914852	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 22:11:31 [MainThread] INFO [StudyEvaluater] - (458 in 563) XJTr0460:	ap: 0.5293	auc: 0.8626	precision: 0.6958	recall: 0.7253	sensitivity: 0.7253	specificity: 1.0000	dsc: 0.7103	hd95: 60.6378	tp: 2313	fp: 1011	fn: 876	tn: 117436312	per_target_precision: 0.1667	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 5	per_target_fn: 0
2022-02-11 22:12:43 [MainThread] INFO [StudyEvaluater] - (459 in 563) XJTr0461:	ap: 0.0201	auc: 0.5181	precision: 0.0221	recall: 0.0363	sensitivity: 0.0363	specificity: 1.0000	dsc: 0.0274	hd95: 91.5571	tp: 21	fp: 931	fn: 558	tn: 117439002	per_target_precision: 0.2500	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 3	per_target_fn: 0
2022-02-11 22:13:56 [MainThread] INFO [StudyEvaluater] - (460 in 563) XJTr0462:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 62.8144	tp: 0	fp: 694	fn: 621	tn: 117439197	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 5	per_target_fn: 1
2022-02-11 22:15:06 [MainThread] INFO [StudyEvaluater] - (461 in 563) XJTr0463:	ap: 0.1244	auc: 0.6594	precision: 0.0894	recall: 0.3188	sensitivity: 0.3188	specificity: 1.0000	dsc: 0.1397	hd95: 2.9580	tp: 22	fp: 224	fn: 47	tn: 117964507	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 22:16:16 [MainThread] INFO [StudyEvaluater] - (462 in 563) XJTr0464:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 180.0018	tp: 0	fp: 61	fn: 79	tn: 117964660	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 22:17:27 [MainThread] INFO [StudyEvaluater] - (463 in 563) XJTr0465:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 94.1146	tp: 0	fp: 1142	fn: 1115	tn: 117962543	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 3	per_target_fn: 1
2022-02-11 22:17:53 [MainThread] INFO [StudyEvaluater] - (464 in 563) XJTr0466:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 278	tn: 117964522	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 4
2022-02-11 22:19:04 [MainThread] INFO [StudyEvaluater] - (465 in 563) XJTr0467:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 69.4314	tp: 0	fp: 216	fn: 2273	tn: 118224455	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 22:20:16 [MainThread] INFO [StudyEvaluater] - (466 in 563) XJTr0468:	ap: 0.2001	auc: 0.5411	precision: 0.3592	recall: 0.0822	sensitivity: 0.0822	specificity: 1.0000	dsc: 0.1338	hd95: 132.0984	tp: 162	fp: 289	fn: 1809	tn: 118486828	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 22:21:28 [MainThread] INFO [StudyEvaluater] - (467 in 563) XJTr0469:	ap: 0.0461	auc: 0.5389	precision: 0.0533	recall: 0.0778	sensitivity: 0.0778	specificity: 1.0000	dsc: 0.0633	hd95: 66.0851	tp: 114	fp: 2025	fn: 1351	tn: 118747742	per_target_precision: 0.2000	per_target_recall: 0.5000	per_target_tp: 1	per_target_fp: 4	per_target_fn: 1
2022-02-11 22:22:41 [MainThread] INFO [StudyEvaluater] - (468 in 563) XJTr0470:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 35.2796	tp: 0	fp: 89	fn: 833	tn: 118750310	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 22:23:54 [MainThread] INFO [StudyEvaluater] - (469 in 563) XJTr0471:	ap: 0.4353	auc: 0.8600	precision: 0.5105	recall: 0.7201	sensitivity: 0.7201	specificity: 1.0000	dsc: 0.5974	hd95: 60.1219	tp: 1389	fp: 1332	fn: 540	tn: 119010115	per_target_precision: 0.2500	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 3	per_target_fn: 0
2022-02-11 22:24:21 [MainThread] INFO [StudyEvaluater] - (470 in 563) XJTr0472:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 212	tn: 119013164	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 22:25:33 [MainThread] INFO [StudyEvaluater] - (471 in 563) XJTr0473:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 65.5252	tp: 0	fp: 391	fn: 302	tn: 119012683	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 22:26:44 [MainThread] INFO [StudyEvaluater] - (472 in 563) XJTr0474:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 13.2051	tp: 0	fp: 134	fn: 964	tn: 119012278	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 22:27:56 [MainThread] INFO [StudyEvaluater] - (473 in 563) XJTr0475:	ap: 0.5680	auc: 0.9102	precision: 0.7258	recall: 0.8203	sensitivity: 0.8203	specificity: 1.0000	dsc: 0.7702	hd95: 1.5000	tp: 831	fp: 314	fn: 182	tn: 119012049	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 22:29:06 [MainThread] INFO [StudyEvaluater] - (474 in 563) XJTr0476:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 68.6388	tp: 0	fp: 100	fn: 389	tn: 119275031	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 22:30:18 [MainThread] INFO [StudyEvaluater] - (475 in 563) XJTr0477:	ap: 0.2605	auc: 0.7394	precision: 0.2816	recall: 0.4788	sensitivity: 0.4788	specificity: 1.0000	dsc: 0.3546	hd95: 3.2863	tp: 203	fp: 518	fn: 221	tn: 119274578	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 22:31:30 [MainThread] INFO [StudyEvaluater] - (476 in 563) XJTr0478:	ap: 0.5092	auc: 0.8920	precision: 0.6263	recall: 0.7840	sensitivity: 0.7840	specificity: 1.0000	dsc: 0.6964	hd95: 59.1690	tp: 3173	fp: 1893	fn: 874	tn: 119269580	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 22:32:43 [MainThread] INFO [StudyEvaluater] - (477 in 563) XJTr0479:	ap: 0.4648	auc: 0.8716	precision: 0.5579	recall: 0.7433	sensitivity: 0.7433	specificity: 1.0000	dsc: 0.6374	hd95: 85.3572	tp: 2038	fp: 1615	fn: 704	tn: 119533307	per_target_precision: 0.2500	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 3	per_target_fn: 0
2022-02-11 22:33:56 [MainThread] INFO [StudyEvaluater] - (478 in 563) XJTr0480:	ap: 0.5593	auc: 0.7189	precision: 0.8997	recall: 0.4378	sensitivity: 0.4378	specificity: 1.0000	dsc: 0.5890	hd95: 5.8310	tp: 5236	fp: 584	fn: 6724	tn: 119525120	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 22:35:09 [MainThread] INFO [StudyEvaluater] - (479 in 563) XJTr0481:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 97.9451	tp: 0	fp: 572	fn: 174	tn: 119536918	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 3	per_target_fn: 1
2022-02-11 22:36:22 [MainThread] INFO [StudyEvaluater] - (480 in 563) XJTr0482:	ap: 0.4114	auc: 0.7828	precision: 0.5400	recall: 0.5656	sensitivity: 0.5656	specificity: 1.0000	dsc: 0.5525	hd95: 56.2388	tp: 1013	fp: 863	fn: 778	tn: 119535010	per_target_precision: 0.5000	per_target_recall: 0.5000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 1
2022-02-11 22:37:34 [MainThread] INFO [StudyEvaluater] - (481 in 563) XJTr0483:	ap: 0.2329	auc: 0.7768	precision: 0.1890	recall: 0.5537	sensitivity: 0.5537	specificity: 1.0000	dsc: 0.2818	hd95: 85.7298	tp: 392	fp: 1682	fn: 316	tn: 119797418	per_target_precision: 0.2500	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 3	per_target_fn: 0
2022-02-11 22:38:47 [MainThread] INFO [StudyEvaluater] - (482 in 563) XJTr0484:	ap: 0.4191	auc: 0.5294	precision: 0.8088	recall: 0.0588	sensitivity: 0.0588	specificity: 1.0000	dsc: 0.1097	hd95: 6.8191	tp: 165	fp: 39	fn: 2639	tn: 120059109	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 22:40:01 [MainThread] INFO [StudyEvaluater] - (483 in 563) XJTr0485:	ap: 0.5781	auc: 0.7488	precision: 0.9074	recall: 0.4975	sensitivity: 0.4975	specificity: 1.0000	dsc: 0.6427	hd95: 4.3012	tp: 2204	fp: 225	fn: 2226	tn: 120057297	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 22:40:28 [MainThread] INFO [StudyEvaluater] - (484 in 563) XJTr0486:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 579	tn: 120585661	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 22:41:41 [MainThread] INFO [StudyEvaluater] - (485 in 563) XJTr0487:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 102.9108	tp: 0	fp: 136	fn: 279	tn: 120585825	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 22:42:58 [MainThread] INFO [StudyEvaluater] - (486 in 563) XJTr0488:	ap: 0.0231	auc: 0.5053	precision: 0.0410	recall: 0.0106	sensitivity: 0.0106	specificity: 1.0000	dsc: 0.0169	hd95: 110.2647	tp: 85	fp: 1990	fn: 7921	tn: 120576244	per_target_precision: 0.1111	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 8	per_target_fn: 0
